,assignment_number,comments,skill,participant_id,batch,grade
7,45.0,,Correctness,21,1,A+
8,51.0,,Correctness,21,1,F
9,523.0,,Correctness,21,1,A++
10,410.0,,Correctness,21,1,
11,490.0,,Correctness,21,1,A++
12,124.0,,Correctness,21,1,A++
13,77.0,,Correctness,21,1,A+
14,252.0,,Correctness,21,1,A++
15,236.0,,Correctness,21,1,F
16,549.0,,Correctness,21,1,A+
17,10.0,,Correctness,21,1,
18,292.0,,Correctness,21,1,A++
19,451.0,,Correctness,21,1,A+
0,160.0,,Code Elegance,21,1,A+
1,473.0,,Code Elegance,21,1,F
2,624.0,,Code Elegance,21,1,A++
3,311.0,,Code Elegance,21,1,A++
4,105.0,,Code Elegance,21,1,A+
5,654.0,,Code Elegance,21,1,A++
6,79.0,,Code Elegance,21,1,A
7,45.0,,Code Elegance,21,1,A++
8,51.0,,Code Elegance,21,1,F
9,523.0,,Code Elegance,21,1,A++
10,410.0,,Code Elegance,21,1,A+
11,490.0,,Code Elegance,21,1,A++
12,124.0,,Code Elegance,21,1,A++
13,77.0,,Code Elegance,21,1,A+
14,252.0,,Code Elegance,21,1,A++
15,236.0,,Code Elegance,21,1,A+
16,549.0,,Code Elegance,21,1,A+
17,10.0,,Code Elegance,21,1,A
18,292.0,,Code Elegance,21,1,A++
19,451.0,,Code Elegance,21,1,A++
0,160.0,,Documentation,21,1,NAN
1,473.0,,Documentation,21,1,NAN
2,624.0,,Documentation,21,1,NAN
3,311.0,,Documentation,21,1,NAN
4,105.0,,Documentation,21,1,NAN
5,654.0,,Documentation,21,1,NAN
6,79.0,,Documentation,21,1,F
7,45.0,,Documentation,21,1,F
8,51.0,,Documentation,21,1,NAN
9,523.0,,Documentation,21,1,NAN
10,410.0,,Documentation,21,1,NAN
11,490.0,,Documentation,21,1,NAN
12,124.0,,Documentation,21,1,NAN
13,77.0,,Documentation,21,1,NAN
14,252.0,,Documentation,21,1,NAN
15,236.0,,Documentation,21,1,F
16,549.0,,Documentation,21,1,NAN
17,10.0,,Documentation,21,1,NAN
18,292.0,,Documentation,21,1,NAN
19,451.0,,Documentation,21,1,F
0,167.0,"It is readable, though not perfect.",Readability,07,2,A+
1,585.0,"It is readable, though not perfect.",Readability,07,2,A+
2,474.0,"It is readable, though not perfect.",Readability,07,2,A+
3,86.0,"It is readable, though not perfect.",Readability,07,2,A+
4,681.0,"It is readable, though not perfect.",Readability,07,2,A+
5,107.0,Good.,Readability,07,2,A++
6,520.0,"It is readable, though not perfect.",Readability,07,2,A+
7,415.0,"It is readable, though not perfect.",Readability,07,2,A+
8,265.0,"I see the effort, but they have made things worse.",Readability,07,2,A
9,40.0,Good.,Readability,07,2,A++
10,269.0,"It is readable, though not perfect.",Readability,07,2,A+
11,661.0,"It is readable, though not perfect.",Readability,07,2,A+
12,501.0,Good.,Readability,07,2,A++
13,8.0,"It is readable, though not perfect.",Readability,07,2,A+
14,109.0,"It is readable, though not perfect.",Readability,07,2,A+
15,168.0,"It is readable, though not perfect.",Readability,07,2,A+
16,182.0,"It is readable, though not perfect.",Readability,07,2,A+
17,283.0,"It is readable, though not perfect.",Readability,07,2,A+
18,639.0,Hard to read.,Readability,07,2,A-
19,99.0,"It is readable, though not perfect.",Readability,07,2,A+
0,167.0,"It looks good, though not all challenges are completed.",Correctness,07,2,A
1,585.0,It is good.,Correctness,07,2,A+
2,474.0,Seems unoriginal and lacks interesting thoughts.,Correctness,07,2,A-
3,86.0,Seems unoriginal and lacks interesting thoughts.,Correctness,07,2,A-
4,681.0,Some efforts have been put into this project.,Correctness,07,2,A++
5,107.0,Some efforts have been put into this project.,Correctness,07,2,A++
6,520.0,Seems unoriginal and lacks interesting thoughts.,Correctness,07,2,A
7,415.0,Seems unoriginal and lacks interesting thoughts.,Correctness,07,2,A-
8,265.0,Some efforts have been put into this project.,Correctness,07,2,A++
9,40.0,Much effort has been put into this project.,Correctness,07,2,A++
10,269.0,Some efforts have been put into this project.,Correctness,07,2,A+
11,661.0,It is good.,Correctness,07,2,A+
12,501.0,It is good.,Correctness,07,2,A+
13,8.0,It is good.,Correctness,07,2,A+
14,109.0,Much effort has been put into this project.,Correctness,07,2,A++
15,168.0,Seems unoriginal and lacks interesting thoughts.,Correctness,07,2,A
16,182.0,It is good.,Correctness,07,2,A+
17,283.0,Seems unoriginal and lacks interesting thoughts.,Correctness,07,2,A
18,639.0,Some efforts have been put into this project.,Correctness,07,2,A++
19,99.0,Much effort has been put into this project.,Correctness,07,2,A++
0,167.0,The design could have been better.,Code Elegance,07,2,A
1,585.0,The design could have been better.,Code Elegance,07,2,A
2,474.0,Worse than the example.,Code Elegance,07,2,A-
3,86.0,The design could have been better.,Code Elegance,07,2,A
4,681.0,The design could have been better.,Code Elegance,07,2,A
5,107.0,Some efforts have been put into this project.,Code Elegance,07,2,A+
6,520.0,The design could have been better.,Code Elegance,07,2,A
7,415.0,Worse than the example.,Code Elegance,07,2,A-
8,265.0,"Though I see the effort, I do not think they know what inheritance really means, which results in a worse design compared to the example.",Code Elegance,07,2,A-
9,40.0,Some efforts have been put into this project.,Code Elegance,07,2,A+
10,269.0,Some efforts have been put into this project.,Code Elegance,07,2,A+
11,661.0,The design could have been better.,Code Elegance,07,2,A
12,501.0,Some efforts have been put into this project.,Code Elegance,07,2,A+
13,8.0,The design could have been better.,Code Elegance,07,2,A
14,109.0,The design could have been better.,Code Elegance,07,2,A
15,168.0,The design could have been better.,Code Elegance,07,2,A
16,182.0,The design could have been better.,Code Elegance,07,2,A
17,283.0,The design could have been better.,Code Elegance,07,2,A
18,639.0,The design could have been better.,Code Elegance,07,2,A
19,99.0,The design could have been better.,Code Elegance,07,2,A
0,167.0,"It is good, though not perfect.",Documentation,07,2,A+
1,585.0,"It is good, though not perfect.",Documentation,07,2,A+
2,474.0,"It is good, though not perfect.",Documentation,07,2,A+
3,86.0,"It is good, though not perfect.",Documentation,07,2,A+
4,681.0,"It is good, though not perfect.",Documentation,07,2,A+
5,107.0,"It is good, though not perfect.",Documentation,07,2,A+
6,520.0,"It is good, though not perfect.",Documentation,07,2,A+
7,415.0,"It is good, though not perfect.",Documentation,07,2,A+
8,265.0,"It is good, though not perfect.",Documentation,07,2,A+
9,40.0,"It is good, though not perfect.",Documentation,07,2,A+
10,269.0,"It is good, though not perfect.",Documentation,07,2,A+
11,661.0,Good.,Documentation,07,2,A++
12,501.0,"It is good, though not perfect.",Documentation,07,2,A+
13,8.0,"It is good, though not perfect.",Documentation,07,2,A+
14,109.0,"It is good, though not perfect.",Documentation,07,2,A+
15,168.0,"It is good, though not perfect.",Documentation,07,2,A+
16,182.0,"It is good, though not perfect.",Documentation,07,2,A+
17,283.0,"It is good, though not perfect.",Documentation,07,2,A+
18,639.0,"It is good, though not perfect.",Documentation,07,2,A+
19,99.0,"It is good, though not perfect.",Documentation,07,2,A+
0,583.0,,Readability,10,1,A-
1,211.0,,Readability,10,1,B
2,338.0,,Readability,10,1,B
3,618.0,,Readability,10,1,B
4,448.0,,Readability,10,1,B+
5,551.0,,Readability,10,1,A-
6,249.0,,Readability,10,1,B+
7,97.0,,Readability,10,1,F
8,70.0,,Readability,10,1,B
9,246.0,,Readability,10,1,B
10,49.0,,Readability,10,1,B
11,294.0,,Readability,10,1,B
12,478.0,,Readability,10,1,B+
13,615.0,,Readability,10,1,F
14,604.0,,Readability,10,1,B
15,440.0,,Readability,10,1,B
16,441.0,,Readability,10,1,B
17,330.0,,Readability,10,1,B+
18,38.0,,Readability,10,1,B
19,429.0,,Readability,10,1,B
0,583.0,,Correctness,10,1,A-
1,211.0,,Correctness,10,1,B+
2,338.0,,Correctness,10,1,B-
3,618.0,,Correctness,10,1,B
4,448.0,,Correctness,10,1,B+
5,551.0,,Correctness,10,1,A
6,249.0,,Correctness,10,1,A-
7,97.0,,Correctness,10,1,F
8,70.0,,Correctness,10,1,B-
9,246.0,,Correctness,10,1,B
10,49.0,,Correctness,10,1,B+
11,294.0,,Correctness,10,1,B+
12,478.0,,Correctness,10,1,B
13,615.0,,Correctness,10,1,F
14,604.0,,Correctness,10,1,B
15,440.0,,Correctness,10,1,B+
16,441.0,,Correctness,10,1,B
17,330.0,,Correctness,10,1,A-
18,38.0,,Correctness,10,1,B
19,429.0,,Correctness,10,1,B+
0,583.0,,Code Elegance,10,1,B+
1,211.0,,Code Elegance,10,1,B+
2,338.0,,Code Elegance,10,1,B
3,618.0,,Code Elegance,10,1,B
4,448.0,,Code Elegance,10,1,B
5,551.0,,Code Elegance,10,1,A-
6,249.0,,Code Elegance,10,1,B+
7,97.0,,Code Elegance,10,1,F
8,70.0,,Code Elegance,10,1,B
9,246.0,,Code Elegance,10,1,B
10,49.0,,Code Elegance,10,1,B
11,294.0,,Code Elegance,10,1,B
12,478.0,,Code Elegance,10,1,B+
13,615.0,,Code Elegance,10,1,F
14,604.0,,Code Elegance,10,1,B
15,440.0,,Code Elegance,10,1,B
16,441.0,,Code Elegance,10,1,B
17,330.0,,Code Elegance,10,1,B+
18,38.0,,Code Elegance,10,1,B
19,429.0,,Code Elegance,10,1,B
0,583.0,"The code is well-structured and accomplishes the base tasks as well as some challenges. The code is well-commented, readable and easy to understand. It is suggested to provide a more detailed documentation with elaboration on how the system is achieved by each class. The readability of the code can be better by replacing some magical numbers with named constants and avoiding some duplication.",Documentation,10,1,B+
1,211.0,The code is generally well-structured and accomplishes the base tasks. Some challenge tasks are also attempted. It is suggested to break down some complex methods into smaller and manageable methods for better readability. It is also suggested to provide general documentation with detailed elaborations on how the system is accomplished.,Documentation,10,1,B
2,338.0,"The code is generally well-structured and accomplishes the base tasks. One challenge task is also attempted. However, it seems to be not reasonable that the hedgehog will eventually take over the system through simulation. The code provides some readable comments. It is also suggested to provide general documentation with detailed elaborations on how the system is accomplished.",Documentation,10,1,B-
3,618.0,"The code is generally well-structured and accomplishes some tasks. However, in the simulation, it seems the grasshoppers are not finding grass, and the grass is surrounded by hawks. The code provides readable comments. It is also suggested to provide general documentation with detailed elaborations on how the system is accomplished.",Documentation,10,1,B
4,448.0,The code is generally well-structured and accomplishes the tasks. The code is well-commented and readable. It is suggested to provide more detailed documentation with elaboration on how the system is achieved by each class. The readability of the code can be better by replacing some magical numbers with named constants and avoiding some duplication.,Documentation,10,1,B
5,551.0,"The code is well-structured, and tasks are very well achieved with good simulator views. The code is well-commented, readable and easy to understand. It is suggested to provide more detailed documentation with elaboration on how the system is achieved by each class. The readability of the code can be better by replacing some magical numbers with named constants and avoiding some duplication.",Documentation,10,1,A-
6,249.0,"The code is generally well-structured and accomplishes some tasks. However, the simulation process shows that eventually all the animals will be infected, which seems to be not a very reasonable phenomenon. The code provides readable comments. It is also suggested to provide general documentation with detailed elaborations on how the system is accomplished.",Documentation,10,1,B+
7,97.0,This submission is completely identical to the submission by student 682. Plagiarism is considered.,Documentation,10,1,F
